date,month,day,close,closer,diff,perc,country,garb
2020-04-27,04,27,5846.799805,5847,95,1.651599444,United_Kingdom,
2020-04-28,04,28,5958.500000,5959,112,1.915512228,United_Kingdom,
2020-04-29,04,29,6115.299805,6115,156,2.617888908,United_Kingdom,
2020-04-30,04,30,5901.200195,5901,-214,-3.499591169,United_Kingdom,
2020-05-01,05,01,5763.100098,5763,-138,-2.33858668,United_Kingdom,
2020-05-04,05,04,5753.799805,5754,-9,-0.1561686622,United_Kingdom,
2020-05-05,05,05,5849.399902,5849,95,1.651025374,United_Kingdom,
2020-05-06,05,06,5853.799805,5854,5,0.08548469824,United_Kingdom,
2020-05-07,05,07,5936.000000,5936,82,1.400751623,United_Kingdom,
2020-05-11,05,11,5939.700195,5940,4,0.06738544474,United_Kingdom,
2020-05-12,05,12,5994.799805,5995,55,0.9259259259,United_Kingdom,
2020-05-13,05,13,5904.100098,5904,-91,-1.51793161,United_Kingdom,
2020-05-14,05,14,5741.500000,5742,-162,-2.743902439,United_Kingdom,
2020-05-15,05,15,5799.799805,5800,58,1.01010101,United_Kingdom,
2020-01-02,01,02,3085.197998,3085,0,0,China,
2020-01-03,01,03,3083.785889,3084,-1,-0.03241491086,China,
2020-01-06,01,06,3083.407959,3083,-1,-0.03242542153,China,
2020-01-07,01,07,3104.802002,3105,22,0.7135906584,China,
2020-01-08,01,08,3066.893066,3067,-38,-1.223832528,China,
2020-01-09,01,09,3094.882080,3095,28,0.9129442452,China,
2020-01-10,01,10,3092.291016,3092,-3,-0.09693053312,China,
2020-01-13,01,13,3115.570068,3116,24,0.7761966365,China,
2020-01-14,01,14,3106.820068,3107,-9,-0.2888318357,China,
2020-01-15,01,15,3090.040039,3090,-17,-0.5471515932,China,
2020-01-16,01,16,3074.081055,3074,-16,-0.5177993528,China,
2020-01-17,01,17,3075.496094,3075,1,0.03253090436,China,
2020-01-20,01,20,3095.787109,3096,21,0.6829268293,China,
2020-01-21,01,21,3052.139893,3052,-44,-1.42118863,China,
2020-01-22,01,22,3060.754883,3061,9,0.2948885976,China,
2020-01-23,01,23,2976.528076,2977,-84,-2.744201241,China,
2020-02-03,02,03,2746.605957,2747,-230,-7.725898556,China,
2020-02-04,02,04,2783.288086,2783,36,1.310520568,China,
2020-02-05,02,05,2818.087891,2818,35,1.257635645,China,
2020-02-06,02,06,2866.510010,2867,49,1.738821859,China,
2020-02-07,02,07,2875.959961,2876,9,0.3139169864,China,
2020-02-10,02,10,2890.488037,2890,14,0.4867872045,China,
2020-02-11,02,11,2901.669922,2902,12,0.4152249135,China,
2020-02-12,02,12,2926.898926,2927,25,0.8614748449,China,
2020-02-13,02,13,2906.073975,2906,-21,-0.7174581483,China,
2020-02-14,02,14,2917.008057,2917,11,0.3785271851,China,
2020-02-17,02,17,2983.622070,2984,67,2.296880357,China,
2020-02-18,02,18,2984.971924,2985,1,0.03351206434,China,
2020-02-19,02,19,2975.402100,2975,-10,-0.3350083752,China,
2020-02-20,02,20,3030.154053,3030,55,1.848739496,China,
2020-02-21,02,21,3039.668945,3040,10,0.3300330033,China,
2020-02-24,02,24,3031.232910,3031,-9,-0.2960526316,China,
2020-02-25,02,25,3013.050049,3013,-18,-0.5938634114,China,
2020-02-26,02,26,2987.928955,2988,-25,-0.8297378029,China,
2020-02-27,02,27,2991.330078,2991,3,0.1004016064,China,
2020-02-28,02,28,2880.303955,2880,-111,-3.7111334,China,
2020-03-02,03,02,2970.930908,2971,91,3.159722222,China,
2020-03-03,03,03,2992.896973,2993,22,0.740491417,China,
2020-03-04,03,04,3011.666016,3012,19,0.6348145673,China,
2020-03-05,03,05,3071.677002,3072,60,1.992031873,China,
2020-03-06,03,06,3034.510986,3035,-37,-1.204427083,China,
2020-03-09,03,09,2943.291016,2943,-92,-3.031301483,China,
2020-03-10,03,10,2996.761963,2997,54,1.834862385,China,
2020-03-11,03,11,2968.517090,2969,-28,-0.9342676009,China,
2020-03-12,03,12,2923.486084,2923,-46,-1.549343213,China,
2020-03-13,03,13,2887.427002,2887,-36,-1.231611358,China,
2020-03-16,03,16,2789.253906,2789,-98,-3.394527191,China,
2020-03-17,03,17,2779.641113,2780,-9,-0.3226963069,China,
2020-03-18,03,18,2728.756104,2729,-51,-1.834532374,China,
2020-03-19,03,19,2702.129883,2702,-27,-0.9893733968,China,
2020-03-20,03,20,2745.617920,2746,44,1.62842339,China,
2020-03-23,03,23,2660.169922,2660,-86,-3.131828114,China,
2020-03-24,03,24,2722.437988,2722,62,2.330827068,China,
2020-03-25,03,25,2781.591064,2782,60,2.204261572,China,
2020-03-26,03,26,2764.910889,2765,-17,-0.6110711718,China,
2020-03-27,03,27,2772.202881,2772,7,0.253164557,China,
2020-03-30,03,30,2747.214111,2747,-25,-0.9018759019,China,
2020-03-31,03,31,2750.295898,2750,3,0.1092100473,China,
2020-04-01,04,01,2734.521973,2735,-15,-0.5454545455,China,
2020-04-02,04,02,2780.637939,2781,46,1.68190128,China,
2020-04-03,04,03,2763.987061,2764,-17,-0.6112909026,China,
2020-04-07,04,07,2820.762939,2821,57,2.062228654,China,
2020-04-08,04,08,2815.368896,2815,-6,-0.2126905353,China,
2020-04-09,04,09,2825.904053,2826,11,0.3907637655,China,
2020-04-10,04,10,2796.631104,2797,-29,-1.026185421,China,
2020-04-13,04,13,2783.048096,2783,-14,-0.5005362889,China,
2020-04-14,04,14,2827.282959,2827,44,1.581027668,China,
2020-04-15,04,15,2811.174072,2811,-16,-0.565970994,China,
2020-04-16,04,16,2819.935059,2820,9,0.3201707577,China,
2020-04-17,04,17,2838.495117,2838,18,0.6382978723,China,
2020-04-20,04,20,2852.552979,2853,15,0.5285412262,China,
2020-04-21,04,21,2827.012939,2827,-26,-0.9113214161,China,
2020-04-22,04,22,2843.979980,2844,17,0.6013441811,China,
2020-04-23,04,23,2838.499023,2838,-6,-0.2109704641,China,
2020-04-24,04,24,2808.529053,2809,-29,-1.021846371,China,
2020-04-27,04,27,2815.495117,2815,6,0.2135991456,China,
2020-04-28,04,28,2810.023926,2810,-5,-0.1776198934,China,
2020-04-29,04,29,2822.441895,2822,12,0.4270462633,China,
2020-04-30,04,30,2860.082031,2860,38,1.346562721,China,
2020-05-06,05,06,2878.139893,2878,18,0.6293706294,China,
2020-05-07,05,07,2871.522949,2872,-6,-0.2084781098,China,
2020-05-08,05,08,2895.340088,2895,23,0.8008356546,China,
2020-05-11,05,11,2894.800049,2895,0,0,China,
2020-05-12,05,12,2891.555908,2892,-3,-0.103626943,China,
2020-05-13,05,13,2898.050049,2898,6,0.2074688797,China,
2020-05-14,05,14,2870.342041,2870,-28,-0.9661835749,China,
2020-05-15,05,15,2868.458984,2868,-2,-0.06968641115,China,
2020-05-18,05,18,2875.417969,2875,7,0.2440725244,China,
2020-01-02,01,02,2175.169922,2175,0,0,South_Korea,
2020-01-03,01,03,2176.459961,2176,1,0.04597701149,South_Korea,
2020-01-06,01,06,2155.070068,2155,-21,-0.9650735294,South_Korea,
2020-01-07,01,07,2175.540039,2176,21,0.9744779582,South_Korea,
2020-01-08,01,08,2151.310059,2151,-25,-1.148897059,South_Korea,
2020-01-09,01,09,2186.449951,2186,35,1.627150163,South_Korea,
2020-01-10,01,10,2206.389893,2206,20,0.9149130833,South_Korea,
2020-01-13,01,13,2229.260010,2229,23,1.042611061,South_Korea,
2020-01-14,01,14,2238.879883,2239,10,0.4486316734,South_Korea,
2020-01-15,01,15,2230.979980,2231,-8,-0.3573023671,South_Korea,
2020-01-16,01,16,2248.050049,2248,17,0.761990139,South_Korea,
2020-01-17,01,17,2250.570068,2251,3,0.1334519573,South_Korea,
2020-01-20,01,20,2262.639893,2263,12,0.5330964016,South_Korea,
2020-01-21,01,21,2239.689941,2240,-23,-1.016349978,South_Korea,
2020-01-22,01,22,2267.250000,2267,27,1.205357143,South_Korea,
2020-01-23,01,23,2246.129883,2246,-21,-0.9263343626,South_Korea,
2020-01-28,01,28,2176.719971,2177,-69,-3.072128228,South_Korea,
2020-01-29,01,29,2185.280029,2185,8,0.367478181,South_Korea,
2020-01-30,01,30,2148.000000,2148,-37,-1.693363844,South_Korea,
2020-01-31,01,31,2119.010010,2119,-29,-1.35009311,South_Korea,
2020-02-03,02,03,2118.879883,2119,0,0,South_Korea,
2020-02-04,02,04,2157.899902,2158,39,1.840490798,South_Korea,
2020-02-05,02,05,2165.629883,2166,8,0.3707136237,South_Korea,
2020-02-06,02,06,2227.939941,2228,62,2.862419206,South_Korea,
2020-02-07,02,07,2211.949951,2212,-16,-0.7181328546,South_Korea,
2020-02-10,02,10,2201.070068,2201,-11,-0.4972875226,South_Korea,
2020-02-11,02,11,2223.120117,2223,22,0.9995456611,South_Korea,
2020-02-12,02,12,2238.379883,2238,15,0.6747638327,South_Korea,
2020-02-13,02,13,2232.959961,2233,-5,-0.2234137623,South_Korea,
2020-02-14,02,14,2243.590088,2244,11,0.4926108374,South_Korea,
2020-02-17,02,17,2242.169922,2242,-2,-0.08912655971,South_Korea,
2020-02-18,02,18,2208.879883,2209,-33,-1.471900089,South_Korea,
2020-02-19,02,19,2210.340088,2210,1,0.04526935265,South_Korea,
2020-02-20,02,20,2195.500000,2196,-14,-0.6334841629,South_Korea,
2020-02-21,02,21,2162.840088,2163,-33,-1.50273224,South_Korea,
2020-02-24,02,24,2079.040039,2079,-84,-3.883495146,South_Korea,
2020-02-25,02,25,2103.610107,2104,25,1.202501203,South_Korea,
2020-02-26,02,26,2076.770020,2077,-27,-1.283269962,South_Korea,
2020-02-27,02,27,2054.889893,2055,-22,-1.059220029,South_Korea,
2020-02-28,02,28,1987.010010,1987,-68,-3.309002433,South_Korea,
2020-03-02,03,02,2002.510010,2003,16,0.8052340211,South_Korea,
2020-03-03,03,03,2014.150024,2014,11,0.5491762356,South_Korea,
2020-03-04,03,04,2059.330078,2059,45,2.234359484,South_Korea,
2020-03-05,03,05,2085.260010,2085,26,1.262748907,South_Korea,
2020-03-06,03,06,2040.219971,2040,-45,-2.158273381,South_Korea,
2020-03-09,03,09,1954.770020,1955,-85,-4.166666667,South_Korea,
2020-03-10,03,10,1962.930054,1963,8,0.4092071611,South_Korea,
2020-03-11,03,11,1908.270020,1908,-55,-2.801833928,South_Korea,
2020-03-12,03,12,1834.329956,1834,-74,-3.878406709,South_Korea,
2020-03-13,03,13,1771.439941,1771,-63,-3.435114504,South_Korea,
2020-03-16,03,16,1714.859985,1715,-56,-3.162055336,South_Korea,
2020-03-17,03,17,1672.439941,1672,-43,-2.50728863,South_Korea,
2020-03-18,03,18,1591.199951,1591,-81,-4.844497608,South_Korea,
2020-03-19,03,19,1457.640015,1458,-133,-8.359522313,South_Korea,
2020-03-20,03,20,1566.150024,1566,108,7.407407407,South_Korea,
2020-03-23,03,23,1482.459961,1482,-84,-5.363984674,South_Korea,
2020-03-24,03,24,1609.969971,1610,128,8.636977058,South_Korea,
2020-03-25,03,25,1704.760010,1705,95,5.900621118,South_Korea,
2020-03-26,03,26,1686.239990,1686,-19,-1.114369501,South_Korea,
2020-03-27,03,27,1717.729980,1718,32,1.897983393,South_Korea,
2020-03-30,03,30,1717.119995,1717,-1,-0.05820721769,South_Korea,
2020-03-31,03,31,1754.640015,1755,38,2.213162493,South_Korea,
2020-04-01,04,01,1685.459961,1685,-70,-3.988603989,South_Korea,
2020-04-02,04,02,1724.859985,1725,40,2.37388724,South_Korea,
2020-04-03,04,03,1725.439941,1725,0,0,South_Korea,
2020-04-06,04,06,1791.880005,1792,67,3.884057971,South_Korea,
2020-04-07,04,07,1823.599976,1824,32,1.785714286,South_Korea,
2020-04-08,04,08,1807.140015,1807,-17,-0.9320175439,South_Korea,
2020-04-09,04,09,1836.209961,1836,29,1.60486995,South_Korea,
2020-04-10,04,10,1860.699951,1861,25,1.361655773,South_Korea,
2020-04-13,04,13,1825.760010,1826,-35,-1.880709296,South_Korea,
2020-04-14,04,14,1857.079956,1857,31,1.69769989,South_Korea,
2020-04-16,04,16,1857.069946,1857,0,0,South_Korea,
2020-04-17,04,17,1914.530029,1915,58,3.123317178,South_Korea,
2020-04-20,04,20,1898.359985,1898,-17,-0.8877284595,South_Korea,
2020-04-21,04,21,1879.380005,1879,-19,-1.001053741,South_Korea,
2020-04-22,04,22,1896.150024,1896,17,0.904736562,South_Korea,
2020-04-23,04,23,1914.729980,1915,19,1.002109705,South_Korea,
2020-04-24,04,24,1889.010010,1889,-26,-1.35770235,South_Korea,
2020-04-27,04,27,1922.770020,1923,34,1.799894124,South_Korea,
2020-04-28,04,28,1934.089966,1934,11,0.5720228809,South_Korea,
2020-04-29,04,29,1947.560059,1948,14,0.7238883144,South_Korea,
2020-05-04,05,04,1895.369995,1895,-53,-2.72073922,South_Korea,
2020-05-06,05,06,1928.760010,1929,34,1.794195251,South_Korea,
2020-05-07,05,07,1928.609985,1929,0,0,South_Korea,
2020-05-08,05,08,1945.819946,1946,17,0.8812856402,South_Korea,
2020-05-11,05,11,1935.400024,1935,-11,-0.5652620761,South_Korea,
2020-05-12,05,12,1922.170044,1922,-13,-0.6718346253,South_Korea,
2020-05-13,05,13,1940.420044,1940,18,0.9365244537,South_Korea,
2020-05-14,05,14,1924.959961,1925,-15,-0.7731958763,South_Korea,
2020-05-15,05,15,1927.280029,1927,2,0.1038961039,South_Korea,
2020-05-18,05,18,1937.109985,1937,10,0.5189413596,South_Korea,
